#subsequence (s \in Sample : s ~ D)	freq(s,D)	freq(s,Sample)

12331 -1 12399 -1 12423 -1 12531 -1 12587 -1 12611 -1 12739 -1 18431 -1 18439 -1 18443 -1 18447 -1 18479 -1 18551 -1 18603 -1 18703 -1 18723 -1 18787 -1 20807 -1 33465 -1 46281 -1 -2	1	1
12395 -1 12403 -1 12479 -1 12575 -1 12747 -1 12751 -1 18539 -1 18627 -1 18691 -1 18699 -1 18863 -1 18871 -1 32205 -1 35149 -1 -2	1	1
10319 -1 12323 -1 12403 -1 12747 -1 18439 -1 18491 -1 18495 -1 18627 -1 18819 -1 34901 -1 35149 -1 35181 -1 46289 -1 -2	1	1
10307 -1 10335 -1 12367 -1 12435 -1 12715 -1 12899 -1 18491 -1 18535 -1 18599 -1 18755 -1 18807 -1 18815 -1 33429 -1 -2	1	1
10295 -1 10315 -1 10829 -1 10857 -1 12327 -1 12339 -1 12403 -1 18479 -1 18619 -1 18647 -1 18871 -1 33429 -1 -2	1	1
10335 -1 10339 -1 12423 -1 12635 -1 12715 -1 12739 -1 12771 -1 12835 -1 18535 -1 18551 -1 18555 -1 18679 -1 18683 -1 18763 -1 18875 -1 20807 -1 33433 -1 34893 -1 -2	1	1
10295 -1 10307 -1 10319 -1 10833 -1 10845 -1 12763 -1 12835 -1 12859 -1 18527 -1 18583 -1 18611 -1 18647 -1 18659 -1 18703 -1 18775 -1 34917 -1 -2	1	1
10327 -1 12487 -1 12559 -1 12591 -1 12763 -1 12859 -1 18419 -1 18439 -1 18511 -1 18583 -1 18627 -1 18879 -1 33425 -1 33433 -1 33457 -1 -2	1	1
12347 -1 12355 -1 12631 -1 12675 -1 12687 -1 12827 -1 18511 -1 18515 -1 18523 -1 18651 -1 18671 -1 33433 -1 -2	1	1
10295 -1 10829 -1 12407 -1 12621 -1 12771 -1 18563 -1 18675 -1 34897 -1 34913 -1 -2	1	1
12331 -1 12399 -1 12471 -1 12487 -1 12591 -1 12727 -1 12779 -1 18447 -1 18499 -1 18647 -1 18847 -1 46285 -1 -2	1	1
12827 -1 12891 -1 18423 -1 18555 -1 33425 -1 34909 -1 35149 -1 35205 -1 -2	18	1
10837 -1 12683 -1 12715 -1 18515 -1 18587 -1 18691 -1 -2	1	1
12443 -1 12695 -1 12739 -1 12759 -1 12835 -1 18567 -1 18651 -1 18747 -1 33433 -1 34917 -1 35173 -1 -2	1	1
12767 -1 12895 -1 18539 -1 18715 -1 32213 -1 35165 -1 -2	1	1
34925 -1 -2	278	1
10303 -1 10837 -1 12479 -1 12621 -1 12723 -1 12775 -1 12827 -1 18423 -1 18443 -1 18535 -1 18575 -1 18583 -1 -2	1	1
10849 -1 10853 -1 12327 -1 12399 -1 12427 -1 12775 -1 -2	2	1
10303 -1 10319 -1 12479 -1 12483 -1 12579 -1 12679 -1 18499 -1 18511 -1 18679 -1 18815 -1 33457 -1 35165 -1 -2	1	1
10327 -1 12347 -1 12423 -1 12427 -1 12443 -1 12527 -1 12591 -1 12643 -1 12723 -1 12739 -1 12827 -1 12843 -1 18427 -1 18487 -1 18555 -1 18643 -1 18755 -1 18883 -1 33469 -1 -2	1	1
10327 -1 12335 -1 12351 -1 12583 -1 12795 -1 18539 -1 18711 -1 18743 -1 33429 -1 46281 -1 -2	1	1
10327 -1 12679 -1 12763 -1 32213 -1 33433 -1 -2	3	1
10829 -1 18447 -1 18743 -1 35161 -1 -2	21	1
10327 -1 10849 -1 12367 -1 12439 -1 12751 -1 18471 -1 18491 -1 18507 -1 18615 -1 32217 -1 35181 -1 -2	1	1
12583 -1 12675 -1 12695 -1 12731 -1 12751 -1 12819 -1 12831 -1 12859 -1 18579 -1 18747 -1 18763 -1 18831 -1 35181 -1 -2	1	1
10853 -1 12335 -1 12355 -1 12375 -1 12621 -1 12635 -1 12775 -1 12887 -1 18483 -1 18575 -1 18603 -1 18651 -1 18759 -1 18767 -1 18799 -1 18839 -1 18879 -1 32213 -1 -2	1	1
12359 -1 12431 -1 12571 -1 12591 -1 12759 -1 12803 -1 12819 -1 12827 -1 18515 -1 18727 -1 18827 -1 33453 -1 33469 -1 -2	1	1
12355 -1 12395 -1 12807 -1 12875 -1 12879 -1 18603 -1 18747 -1 34917 -1 35161 -1 35165 -1 -2	20	1
10295 -1 10311 -1 12547 -1 12787 -1 12899 -1 18571 -1 18583 -1 18727 -1 18743 -1 27389 -1 34913 -1 -2	1	1
10339 -1 12367 -1 12439 -1 12547 -1 12683 -1 12831 -1 12859 -1 18495 -1 18635 -1 18807 -1 18855 -1 18863 -1 33425 -1 34901 -1 -2	1	1
10303 -1 10865 -1 12299 -1 12411 -1 12427 -1 12659 -1 12695 -1 12743 -1 12815 -1 12847 -1 12887 -1 18443 -1 18583 -1 35193 -1 -2	1	1
10845 -1 12439 -1 12443 -1 12547 -1 12643 -1 12755 -1 12775 -1 12803 -1 12827 -1 12859 -1 18499 -1 18523 -1 18683 -1 18691 -1 35157 -1 -2	1	1
10315 -1 12603 -1 12735 -1 12887 -1 18475 -1 18735 -1 18755 -1 18799 -1 33425 -1 33453 -1 34913 -1 -2	1	1
10833 -1 12621 -1 12675 -1 12843 -1 18651 -1 18695 -1 18747 -1 18763 -1 18775 -1 18807 -1 33457 -1 46281 -1 -2	1	1
12355 -1 12491 -1 12621 -1 12787 -1 18559 -1 18639 -1 18731 -1 18875 -1 32201 -1 32213 -1 33441 -1 34889 -1 -2	1	1
12423 -1 12435 -1 12551 -1 12667 -1 12819 -1 12859 -1 18479 -1 18491 -1 18603 -1 18647 -1 18695 -1 18711 -1 18847 -1 32209 -1 35165 -1 -2	1	1
12371 -1 12691 -1 18543 -1 18639 -1 18655 -1 18759 -1 33425 -1 34885 -1 35185 -1 -2	20	1
10881 -1 12335 -1 12343 -1 12479 -1 12483 -1 12551 -1 12803 -1 12831 -1 18459 -1 18519 -1 18571 -1 18655 -1 18683 -1 18775 -1 18807 -1 27389 -1 33433 -1 33469 -1 -2	1	1
12335 -1 12551 -1 12555 -1 12591 -1 12663 -1 12775 -1 18507 -1 18567 -1 18663 -1 32217 -1 -2	1	1
10327 -1 12611 -1 12719 -1 12751 -1 12835 -1 18735 -1 18755 -1 20807 -1 34913 -1 35177 -1 46293 -1 -2	1	1
10339 -1 12431 -1 12607 -1 12615 -1 12627 -1 12755 -1 12831 -1 18467 -1 18547 -1 18675 -1 18711 -1 33433 -1 -2	1	1
12431 -1 12443 -1 12527 -1 12603 -1 12683 -1 12759 -1 12763 -1 18511 -1 18523 -1 18571 -1 18599 -1 18631 -1 18831 -1 34913 -1 35169 -1 -2	1	1
10295 -1 10307 -1 10311 -1 10829 -1 10849 -1 12339 -1 12367 -1 12563 -1 12827 -1 18547 -1 18671 -1 18819 -1 18827 -1 18839 -1 33437 -1 33449 -1 33461 -1 35157 -1 -2	1	1
10295 -1 12359 -1 12483 -1 12491 -1 12743 -1 12815 -1 12859 -1 18451 -1 18507 -1 18655 -1 18663 -1 18699 -1 18727 -1 18763 -1 20803 -1 46281 -1 -2	1	1
10841 -1 10853 -1 10861 -1 10869 -1 12371 -1 12491 -1 12767 -1 12859 -1 12907 -1 18491 -1 18703 -1 18763 -1 18779 -1 20803 -1 -2	1	1
10295 -1 12559 -1 12621 -1 12631 -1 20807 -1 32221 -1 35185 -1 -2	2	1
10291 -1 10327 -1 10339 -1 12327 -1 12343 -1 12523 -1 12715 -1 12843 -1 18443 -1 18563 -1 18579 -1 18627 -1 18883 -1 33461 -1 -2	1	1
10869 -1 12339 -1 12483 -1 12547 -1 12659 -1 12739 -1 12779 -1 18495 -1 18507 -1 35181 -1 -2	1	1
10845 -1 10861 -1 10881 -1 12471 -1 12479 -1 12607 -1 12667 -1 12747 -1 18483 -1 18487 -1 18755 -1 32209 -1 32213 -1 35169 -1 35177 -1 -2	1	1
10869 -1 12679 -1 12731 -1 18595 -1 18639 -1 18703 -1 18763 -1 18831 -1 34901 -1 46293 -1 -2	1	1
12419 -1 12487 -1 12491 -1 12715 -1 12819 -1 12835 -1 12899 -1 18459 -1 18483 -1 18695 -1 18707 -1 18735 -1 18755 -1 18763 -1 -2	1	1
12407 -1 12471 -1 34893 -1 35197 -1 -2	27	1
10849 -1 10853 -1 12403 -1 12575 -1 12675 -1 12679 -1 12703 -1 12763 -1 18443 -1 18611 -1 18631 -1 18643 -1 18703 -1 18815 -1 18883 -1 32213 -1 -2	1	1
12471 -1 12621 -1 12659 -1 12907 -1 18543 -1 18579 -1 18587 -1 18635 -1 18727 -1 33457 -1 34893 -1 34913 -1 34917 -1 -2	1	1
10291 -1 12351 -1 12475 -1 12743 -1 12787 -1 12871 -1 18775 -1 34889 -1 -2	1	1
12351 -1 12431 -1 12591 -1 12635 -1 12675 -1 12783 -1 12795 -1 12819 -1 12887 -1 18483 -1 18539 -1 18655 -1 27389 -1 -2	1	1
10291 -1 12703 -1 12739 -1 12895 -1 18427 -1 18599 -1 18775 -1 18883 -1 32213 -1 34889 -1 -2	1	1
12687 -1 12715 -1 12739 -1 12875 -1 18419 -1 18579 -1 18599 -1 18883 -1 34925 -1 35153 -1 35173 -1 -2	1	1
12399 -1 12471 -1 12531 -1 12615 -1 12695 -1 12795 -1 12887 -1 12907 -1 18691 -1 18767 -1 18819 -1 -2	1	1
10833 -1 12427 -1 12743 -1 12795 -1 12887 -1 18519 -1 18555 -1 18635 -1 18651 -1 18675 -1 18795 -1 18827 -1 18879 -1 34889 -1 -2	1	1
10877 -1 12595 -1 12675 -1 12887 -1 18475 -1 18495 -1 18639 -1 18659 -1 18707 -1 18767 -1 18879 -1 -2	1	1
12331 -1 12423 -1 12475 -1 12479 -1 18423 -1 18539 -1 18583 -1 18763 -1 33437 -1 33461 -1 -2	1	1
12323 -1 12343 -1 12419 -1 12551 -1 12587 -1 12739 -1 12743 -1 12755 -1 12803 -1 18511 -1 18647 -1 18703 -1 18839 -1 18855 -1 35169 -1 35181 -1 -2	1	1
10303 -1 10877 -1 12371 -1 12567 -1 12583 -1 12783 -1 12899 -1 18431 -1 18459 -1 18523 -1 18679 -1 18775 -1 18815 -1 34901 -1 35185 -1 -2	1	1
12395 -1 18587 -1 18683 -1 35177 -1 -2	21	1
12411 -1 12439 -1 12555 -1 12823 -1 18559 -1 18675 -1 32209 -1 35173 -1 46289 -1 46293 -1 -2	1	1
10295 -1 10339 -1 10343 -1 12331 -1 12587 -1 12595 -1 12627 -1 18699 -1 33445 -1 34913 -1 35157 -1 35161 -1 35181 -1 -2	1	1
10881 -1 12527 -1 12587 -1 12627 -1 12643 -1 12687 -1 12739 -1 12747 -1 18527 -1 18563 -1 18611 -1 18659 -1 18715 -1 18787 -1 18871 -1 32221 -1 33449 -1 33465 -1 34893 -1 35173 -1 -2	1	1
12527 -1 12567 -1 12711 -1 12795 -1 18555 -1 18575 -1 -2	1	1
10311 -1 10315 -1 12343 -1 12559 -1 12591 -1 12775 -1 18447 -1 18495 -1 18563 -1 18671 -1 18679 -1 18727 -1 18735 -1 34917 -1 35153 -1 -2	1	1
10335 -1 10857 -1 12355 -1 12399 -1 12439 -1 12479 -1 12483 -1 12491 -1 12763 -1 12787 -1 12795 -1 12843 -1 18439 -1 18451 -1 18471 -1 18479 -1 18511 -1 18523 -1 18695 -1 18763 -1 33441 -1 34905 -1 46293 -1 -2	1	1
10295 -1 12415 -1 12419 -1 12715 -1 12763 -1 18575 -1 18711 -1 18767 -1 35185 -1 -2	1	1
10303 -1 12347 -1 12359 -1 12491 -1 12611 -1 12683 -1 12775 -1 12827 -1 18431 -1 18443 -1 18447 -1 18559 -1 18651 -1 18659 -1 18683 -1 32221 -1 35153 -1 -2	1	1
10857 -1 12855 -1 18595 -1 18635 -1 18647 -1 18651 -1 18671 -1 18763 -1 33433 -1 35153 -1 35177 -1 35193 -1 -2	20	1
10837 -1 12343 -1 12371 -1 12687 -1 12767 -1 12827 -1 18447 -1 18475 -1 18491 -1 18519 -1 18635 -1 18879 -1 34917 -1 -2	1	1
10295 -1 10331 -1 12487 -1 12547 -1 12551 -1 12631 -1 12743 -1 12819 -1 12839 -1 18551 -1 18559 -1 18659 -1 18795 -1 18863 -1 34889 -1 34905 -1 35181 -1 -2	1	1
10295 -1 10331 -1 12331 -1 12415 -1 12427 -1 12487 -1 12883 -1 12895 -1 18419 -1 18743 -1 20803 -1 33449 -1 46285 -1 -2	1	1
12555 -1 12895 -1 18447 -1 18631 -1 33449 -1 -2	2	1
12327 -1 12603 -1 12711 -1 12771 -1 12843 -1 12859 -1 18635 -1 33457 -1 35149 -1 35181 -1 -2	1	1
10335 -1 10833 -1 10853 -1 12327 -1 12351 -1 12551 -1 12591 -1 12621 -1 12643 -1 12683 -1 12743 -1 12795 -1 18471 -1 18627 -1 33461 -1 -2	1	1
10299 -1 12591 -1 12663 -1 12695 -1 12723 -1 12775 -1 12835 -1 18467 -1 18595 -1 18707 -1 33441 -1 33457 -1 33465 -1 34913 -1 34917 -1 46285 -1 -2	1	1
12471 -1 12695 -1 12855 -1 18611 -1 18635 -1 18651 -1 -2	20	1
12539 -1 12683 -1 12759 -1 12787 -1 18443 -1 18483 -1 18815 -1 18863 -1 18871 -1 20807 -1 33465 -1 -2	1	1
10881 -1 12339 -1 12479 -1 12567 -1 12579 -1 12819 -1 18431 -1 18459 -1 18571 -1 18763 -1 33461 -1 33469 -1 46293 -1 -2	1	1
10841 -1 10845 -1 12443 -1 12555 -1 12559 -1 12663 -1 12667 -1 12683 -1 12735 -1 12747 -1 18627 -1 18695 -1 33465 -1 34905 -1 35149 -1 -2	1	1
10339 -1 10849 -1 12355 -1 12403 -1 12587 -1 12675 -1 12735 -1 12783 -1 18651 -1 18879 -1 27389 -1 32217 -1 33449 -1 -2	1	1
12727 -1 12783 -1 18451 -1 18515 -1 18571 -1 18751 -1 18787 -1 18863 -1 27385 -1 46285 -1 -2	1	1
10841 -1 10869 -1 10881 -1 12415 -1 12583 -1 12771 -1 12907 -1 18479 -1 18727 -1 35153 -1 35169 -1 -2	1	1
10311 -1 12327 -1 12427 -1 18523 -1 18871 -1 33437 -1 33445 -1 35173 -1 -2	2	1
10295 -1 10877 -1 12359 -1 12555 -1 12635 -1 12683 -1 12739 -1 12751 -1 18475 -1 18567 -1 18615 -1 18703 -1 18787 -1 18847 -1 33441 -1 34925 -1 -2	1	1
10861 -1 12339 -1 12343 -1 12427 -1 12555 -1 12727 -1 18547 -1 33429 -1 -2	2	1
10881 -1 12415 -1 12475 -1 12571 -1 12751 -1 12763 -1 18527 -1 18751 -1 18763 -1 18879 -1 32213 -1 33465 -1 35185 -1 46281 -1 -2	1	1
10833 -1 12339 -1 12395 -1 12427 -1 12523 -1 12527 -1 12555 -1 12621 -1 12695 -1 12715 -1 12843 -1 18479 -1 18575 -1 18583 -1 18651 -1 35161 -1 -2	1	1
10319 -1 10343 -1 10849 -1 12483 -1 12531 -1 12731 -1 12819 -1 12867 -1 12879 -1 18551 -1 33433 -1 34905 -1 -2	1	1
10299 -1 10857 -1 12515 -1 18751 -1 33441 -1 33453 -1 35161 -1 -2	1	1
12371 -1 12547 -1 12579 -1 12607 -1 12631 -1 18431 -1 18567 -1 18735 -1 18863 -1 46281 -1 -2	1	1
10327 -1 10853 -1 12375 -1 12439 -1 12763 -1 12783 -1 20803 -1 20807 -1 32205 -1 33433 -1 33465 -1 35177 -1 -2	1	1
12621 -1 12659 -1 12679 -1 12795 -1 12831 -1 12907 -1 18431 -1 18603 -1 18631 -1 18751 -1 18847 -1 18871 -1 27389 -1 32217 -1 33429 -1 34905 -1 -2	1	1
10853 -1 -2	118	1
10331 -1 12427 -1 12759 -1 12783 -1 12815 -1 18467 -1 18615 -1 18683 -1 18727 -1 18819 -1 20803 -1 35165 -1 -2	1	1
10335 -1 10853 -1 12451 -1 12459 -1 12463 -1 12491 -1 12523 -1 12647 -1 12787 -1 32209 -1 -2	1	1
10877 -1 12323 -1 12471 -1 12531 -1 12571 -1 12663 -1 12743 -1 12831 -1 18459 -1 18499 -1 18547 -1 18651 -1 33425 -1 35161 -1 -2	1	1
10291 -1 10307 -1 12591 -1 12779 -1 12819 -1 18423 -1 18483 -1 18559 -1 18599 -1 18615 -1 18819 -1 18855 -1 32201 -1 -2	1	1
10311 -1 10319 -1 12395 -1 12475 -1 12583 -1 12667 -1 12675 -1 12679 -1 12695 -1 12751 -1 12755 -1 12815 -1 18439 -1 18487 -1 18519 -1 18551 -1 18711 -1 18743 -1 18847 -1 34913 -1 35157 -1 -2	1	1
10295 -1 10833 -1 10841 -1 10853 -1 12355 -1 12395 -1 12415 -1 12583 -1 12663 -1 12719 -1 12739 -1 12771 -1 18663 -1 18715 -1 18811 -1 -2	1	1
10343 -1 10877 -1 12395 -1 12423 -1 12675 -1 12731 -1 12739 -1 12815 -1 18447 -1 18491 -1 18815 -1 34925 -1 -2	1	1
10307 -1 10869 -1 12439 -1 12803 -1 12815 -1 12843 -1 18563 -1 18615 -1 18711 -1 18767 -1 18819 -1 18827 -1 32205 -1 33449 -1 -2	1	1
10331 -1 10335 -1 12575 -1 12579 -1 12583 -1 12779 -1 12875 -1 18423 -1 18511 -1 18611 -1 18647 -1 18651 -1 18755 -1 18831 -1 -2	1	1
12531 -1 12703 -1 18439 -1 18587 -1 18599 -1 18679 -1 18699 -1 35165 -1 -2	1	1
10327 -1 12343 -1 12399 -1 12483 -1 12679 -1 12899 -1 18423 -1 18427 -1 18507 -1 18535 -1 18547 -1 18751 -1 34917 -1 -2	1	1
10291 -1 12435 -1 12691 -1 12751 -1 12755 -1 12839 -1 18475 -1 18495 -1 18563 -1 18663 -1 18691 -1 18787 -1 18875 -1 20807 -1 35153 -1 35173 -1 35177 -1 -2	1	1
10869 -1 12679 -1 12711 -1 12775 -1 12859 -1 12895 -1 18431 -1 18467 -1 18495 -1 18807 -1 33461 -1 -2	1	1
12371 -1 12415 -1 12423 -1 12431 -1 12451 -1 12547 -1 12567 -1 12627 -1 12703 -1 12719 -1 18627 -1 -2	1	1
10339 -1 12355 -1 12487 -1 12527 -1 12691 -1 12723 -1 12775 -1 12827 -1 12831 -1 18871 -1 18879 -1 35157 -1 35181 -1 -2	1	1
10319 -1 12547 -1 12743 -1 12839 -1 12843 -1 18587 -1 18595 -1 18639 -1 18691 -1 18727 -1 18807 -1 32209 -1 -2	1	1
12331 -1 12335 -1 12355 -1 12659 -1 12695 -1 12743 -1 12783 -1 18427 -1 18527 -1 18747 -1 -2	1	1
10881 -1 12339 -1 12347 -1 12551 -1 12703 -1 18559 -1 18691 -1 18731 -1 18855 -1 32217 -1 33461 -1 -2	1	1
10331 -1 12375 -1 12559 -1 12731 -1 12771 -1 12883 -1 18495 -1 18519 -1 18599 -1 18627 -1 18755 -1 18759 -1 18799 -1 18863 -1 34893 -1 35149 -1 -2	1	1
12355 -1 12395 -1 18451 -1 18535 -1 18571 -1 18755 -1 18863 -1 18871 -1 35165 -1 -2	1	1
10833 -1 10861 -1 12587 -1 12615 -1 12635 -1 12663 -1 12819 -1 12887 -1 18487 -1 18491 -1 18671 -1 18735 -1 18879 -1 35161 -1 -2	1	1
10303 -1 12715 -1 12779 -1 18483 -1 18499 -1 18555 -1 18603 -1 18703 -1 18731 -1 34905 -1 -2	1	1
10331 -1 10335 -1 12739 -1 18795 -1 -2	1	1
10315 -1 10837 -1 10881 -1 12615 -1 12679 -1 12775 -1 12815 -1 12883 -1 18475 -1 18479 -1 18495 -1 18583 -1 18707 -1 18763 -1 18839 -1 34925 -1 46289 -1 -2	1	1
10849 -1 12403 -1 12495 -1 12835 -1 18627 -1 18655 -1 35177 -1 -2	20	1
10339 -1 10841 -1 10857 -1 12479 -1 12563 -1 12763 -1 12783 -1 12803 -1 18559 -1 18611 -1 18715 -1 46289 -1 -2	1	1
10335 -1 12367 -1 12371 -1 12907 -1 18559 -1 18579 -1 18679 -1 33457 -1 46281 -1 -2	1	1
12331 -1 12723 -1 12771 -1 18715 -1 18875 -1 32213 -1 -2	2	1
10857 -1 12367 -1 12423 -1 12555 -1 12779 -1 18471 -1 18475 -1 18487 -1 18527 -1 18635 -1 18747 -1 46281 -1 -2	1	1
12399 -1 12427 -1 12479 -1 12571 -1 12759 -1 34913 -1 35165 -1 -2	2	1
10833 -1 10845 -1 12351 -1 12475 -1 12607 -1 12667 -1 12767 -1 12875 -1 18443 -1 18475 -1 18483 -1 18491 -1 18563 -1 18663 -1 18683 -1 18787 -1 18807 -1 18863 -1 34893 -1 34925 -1 35153 -1 46289 -1 -2	1	1
10833 -1 12347 -1 12367 -1 12399 -1 12443 -1 12583 -1 12695 -1 12727 -1 12731 -1 12803 -1 12843 -1 18659 -1 20803 -1 33453 -1 -2	1	1
12687 -1 12807 -1 18423 -1 18563 -1 18627 -1 18663 -1 33437 -1 34901 -1 -2	19	1
12671 -1 18579 -1 18639 -1 18747 -1 18755 -1 18779 -1 18839 -1 -2	1	1
10303 -1 10319 -1 10339 -1 10829 -1 10881 -1 12395 -1 12487 -1 12611 -1 12643 -1 18431 -1 18595 -1 18647 -1 18815 -1 18875 -1 34909 -1 46281 -1 -2	1	1
10339 -1 12711 -1 12755 -1 12779 -1 12819 -1 18495 -1 18635 -1 18695 -1 18767 -1 18847 -1 18883 -1 33445 -1 35173 -1 46285 -1 -2	1	1
10339 -1 10869 -1 12415 -1 12419 -1 12591 -1 12611 -1 18735 -1 18819 -1 32201 -1 -2	1	1
12335 -1 12351 -1 12375 -1 12523 -1 12679 -1 12759 -1 12907 -1 18507 -1 18511 -1 18527 -1 18727 -1 18811 -1 33457 -1 33469 -1 35149 -1 35153 -1 46285 -1 -2	1	1
12375 -1 12439 -1 12727 -1 12815 -1 18471 -1 18487 -1 18547 -1 18555 -1 18631 -1 18711 -1 32201 -1 33433 -1 -2	1	1
10311 -1 10829 -1 12343 -1 12635 -1 18443 -1 18747 -1 18759 -1 18799 -1 33437 -1 34917 -1 34925 -1 35173 -1 35177 -1 46293 -1 -2	1	1
12611 -1 12795 -1 18563 -1 18663 -1 -2	2	1
10327 -1 12355 -1 12415 -1 12471 -1 12527 -1 12555 -1 12607 -1 12703 -1 18491 -1 18551 -1 32221 -1 33461 -1 -2	1	1
10829 -1 12351 -1 12487 -1 12523 -1 12603 -1 12775 -1 12803 -1 18507 -1 34913 -1 35165 -1 35201 -1 -2	1	1
10829 -1 12559 -1 12683 -1 12907 -1 18451 -1 18643 -1 18647 -1 18683 -1 18831 -1 32213 -1 33445 -1 -2	1	1
12419 -1 12487 -1 12523 -1 12691 -1 18419 -1 18639 -1 18647 -1 27389 -1 33429 -1 34901 -1 -2	1	1
12347 -1 12415 -1 12567 -1 12775 -1 18451 -1 18483 -1 18559 -1 18611 -1 18759 -1 18831 -1 33465 -1 34905 -1 -2	1	1
10841 -1 10861 -1 12355 -1 12415 -1 12431 -1 12531 -1 12691 -1 12775 -1 18655 -1 18695 -1 18735 -1 18875 -1 18879 -1 32209 -1 33469 -1 35169 -1 -2	1	1
12343 -1 12415 -1 12419 -1 12467 -1 12563 -1 12659 -1 18523 -1 18879 -1 33429 -1 34889 -1 35153 -1 35165 -1 35173 -1 35209 -1 -2	1	1
12427 -1 12475 -1 12527 -1 12559 -1 12679 -1 12711 -1 12891 -1 12899 -1 18487 -1 18663 -1 33445 -1 35173 -1 -2	1	1
12787 -1 12907 -1 18519 -1 18547 -1 18559 -1 18579 -1 18747 -1 32201 -1 32221 -1 34913 -1 -2	1	1
12439 -1 12735 -1 12739 -1 12747 -1 12803 -1 12815 -1 12907 -1 18479 -1 18507 -1 18555 -1 18647 -1 18723 -1 35169 -1 35177 -1 35181 -1 46281 -1 -2	1	1
10311 -1 10865 -1 12367 -1 12787 -1 12835 -1 18595 -1 18759 -1 18799 -1 35177 -1 -2	1	1
12799 -1 12851 -1 18567 -1 18639 -1 -2	20	1
10339 -1 12403 -1 12471 -1 12583 -1 12695 -1 12803 -1 12831 -1 35149 -1 35173 -1 -2	2	1
12555 -1 12667 -1 18467 -1 18495 -1 18507 -1 18723 -1 18735 -1 18779 -1 18839 -1 20803 -1 34925 -1 35165 -1 -2	1	1
10291 -1 12367 -1 12403 -1 12547 -1 12575 -1 12767 -1 12771 -1 12875 -1 12899 -1 18447 -1 18679 -1 -2	1	1
10331 -1 10829 -1 10865 -1 10877 -1 12739 -1 12751 -1 12887 -1 12899 -1 18467 -1 18491 -1 18547 -1 18643 -1 18763 -1 18799 -1 18839 -1 -2	1	1
10299 -1 10327 -1 10857 -1 12531 -1 12559 -1 12615 -1 12883 -1 18575 -1 18627 -1 18715 -1 18759 -1 18795 -1 32205 -1 35161 -1 35173 -1 -2	1	1
10303 -1 10343 -1 10853 -1 10869 -1 12323 -1 12471 -1 12483 -1 12555 -1 34889 -1 34921 -1 -2	1	1
12299 -1 12439 -1 12591 -1 12779 -1 18423 -1 18575 -1 18875 -1 33441 -1 34893 -1 35189 -1 35201 -1 -2	1	1
10837 -1 10841 -1 12343 -1 12531 -1 12731 -1 12775 -1 12803 -1 18451 -1 18655 -1 18751 -1 18763 -1 34889 -1 -2	1	1
18459 -1 18487 -1 18639 -1 34925 -1 35185 -1 -2	1	1
10299 -1 10315 -1 10319 -1 10845 -1 10849 -1 12423 -1 12471 -1 12603 -1 12635 -1 12827 -1 12883 -1 18643 -1 18723 -1 18759 -1 18819 -1 18875 -1 34893 -1 -2	1	1
12371 -1 12375 -1 12475 -1 12551 -1 12559 -1 12579 -1 12659 -1 12679 -1 12831 -1 18467 -1 18487 -1 18651 -1 18743 -1 18747 -1 18751 -1 32209 -1 33461 -1 46293 -1 -2	1	1
12343 -1 12559 -1 12567 -1 12571 -1 12675 -1 12715 -1 18491 -1 18579 -1 18671 -1 18751 -1 18795 -1 -2	1	1
10291 -1 10295 -1 10307 -1 10331 -1 12375 -1 12555 -1 12679 -1 12883 -1 12907 -1 18779 -1 18863 -1 33461 -1 35157 -1 35173 -1 -2	1	1
10291 -1 10829 -1 12359 -1 12431 -1 12547 -1 12695 -1 18423 -1 18539 -1 18723 -1 32201 -1 33453 -1 35165 -1 -2	1	1
10307 -1 12331 -1 12471 -1 12547 -1 12627 -1 12719 -1 12723 -1 12727 -1 12839 -1 12895 -1 18447 -1 18459 -1 18495 -1 35169 -1 46285 -1 -2	1	1
12403 -1 12483 -1 12531 -1 12667 -1 12731 -1 12767 -1 12787 -1 18507 -1 18675 -1 18707 -1 18723 -1 18779 -1 32209 -1 35177 -1 46293 -1 -2	1	1
12403 -1 12419 -1 12603 -1 12679 -1 12795 -1 18603 -1 18683 -1 18747 -1 20807 -1 35173 -1 46285 -1 -2	1	1
12407 -1 12475 -1 33437 -1 35153 -1 -2	27	1
12331 -1 12831 -1 18443 -1 18459 -1 18487 -1 18559 -1 18611 -1 18647 -1 18723 -1 18775 -1 18871 -1 32209 -1 32217 -1 -2	1	1
12371 -1 12423 -1 12563 -1 12627 -1 12695 -1 12831 -1 12895 -1 18491 -1 18563 -1 18615 -1 18699 -1 18839 -1 20803 -1 34925 -1 35169 -1 -2	1	1
12687 -1 12735 -1 12763 -1 18539 -1 18583 -1 18775 -1 18839 -1 35173 -1 35177 -1 -2	1	1
12527 -1 12747 -1 12831 -1 18511 -1 18535 -1 18603 -1 18659 -1 18683 -1 18847 -1 34889 -1 35161 -1 -2	1	1
10295 -1 10307 -1 10849 -1 12523 -1 12859 -1 18447 -1 18543 -1 18691 -1 18767 -1 32201 -1 35177 -1 -2	1	1
12475 -1 12875 -1 12895 -1 18723 -1 18875 -1 32205 -1 33429 -1 -2	1	1
10861 -1 12371 -1 12883 -1 18603 -1 18611 -1 18763 -1 -2	22	1
10295 -1 10841 -1 12627 -1 12719 -1 12731 -1 12751 -1 18459 -1 18475 -1 18583 -1 18695 -1 34925 -1 35173 -1 -2	1	1
